street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ppbv_mdl,ug_m3_results,ug_m3_rl,ug_m3_mdl,dilution
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Chlorobenzene,ND,0.333,--,ND,1.53,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Ethylbenzene,0.557,0.067,--,2.42,0.29,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,p/m-Xylene,1.98,0.133,--,8.6,0.578,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Bromoform,ND,0.067,--,ND,0.69,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Xylene (Total),2.87,0.067,--,12.5,0.29,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Styrene,0.157,0.067,--,0.668,0.284,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,1,2,2-Tetrachloroethane",ND,0.067,--,ND,0.458,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,o-Xylene,0.883,0.067,--,3.84,0.29,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,4-Ethyltoluene,0.26,0.067,--,1.28,0.328,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,3,5-Trimethylbenzene",0.29,0.067,--,1.43,0.328,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,2,4-Trimethylbenzene",1.12,0.067,--,5.51,0.328,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Benzyl chloride,ND,0.667,--,ND,3.45,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,3-Dichlorobenzene",ND,0.067,--,ND,0.401,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,4-Dichlorobenzene",0.07,0.067,--,0.421,0.401,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,2-Dichlorobenzene",ND,0.067,--,ND,0.401,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,"1,2,4-Trichlorobenzene",ND,0.167,--,ND,1.24,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-03,2019-05-31,2019-06-05,Hexachlorobutadiene,ND,0.167,--,ND,1.78,--,3.333
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Dichlorodifluoromethane,0.327,0.2,--,1.62,0.989,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Chloromethane,0.337,0.2,--,0.696,0.413,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.05,--,ND,0.349,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Vinyl chloride,ND,0.02,--,ND,0.051,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,3-Butadiene",ND,0.02,--,ND,0.044,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Bromomethane,ND,0.02,--,ND,0.078,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Chloroethane,ND,0.1,--,ND,0.264,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Ethyl Alcohol,78.3,5,--,148,9.42,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Acetone,200,1,--,475,2.38,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Trichlorofluoromethane,0.32,0.05,--,1.8,0.281,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,iso-Propyl Alcohol,4.65,0.5,--,11.4,1.23,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1-Dichloroethene",0.034,0.02,--,0.135,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,tert-Butyl Alcohol,2.54,0.5,--,7.7,1.52,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dichloroethene (total)",0.242,0.02,--,0.959,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Methylene chloride,ND,0.5,--,ND,1.74,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,3-Dichloropropene, Total",ND,0.02,--,ND,0.091,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Carbon disulfide,0.568,0.2,--,1.77,0.623,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1,2-Trichloro-1,2,2-Trifluoroethane",0.065,0.05,--,0.498,0.383,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"trans-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1-Dichloroethane",ND,0.02,--,ND,0.081,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,2-Butanone,3.11,0.5,--,9.17,1.47,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"cis-1,2-Dichloroethene",0.242,0.02,--,0.959,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Ethyl Acetate,0.671,0.5,--,2.42,1.8,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Chloroform,0.319,0.02,--,1.56,0.098,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Tetrahydrofuran,ND,0.5,--,ND,1.47,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dichloroethane",0.024,0.02,--,0.097,0.081,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,n-Hexane,0.782,0.2,--,2.76,0.705,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1,1-Trichloroethane",0.036,0.02,--,0.196,0.109,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Benzene,0.887,0.1,--,2.83,0.319,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Carbon tetrachloride,0.09,0.02,--,0.566,0.126,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Cyclohexane,0.309,0.2,--,1.06,0.688,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dichloropropane",ND,0.02,--,ND,0.092,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Bromodichloromethane,ND,0.02,--,ND,0.134,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,4-Dioxane",ND,0.1,--,ND,0.36,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Trichloroethene,2.05,0.02,--,11,0.107,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"2,2,4-Trimethylpentane",0.752,0.2,--,3.51,0.934,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Heptane,0.675,0.2,--,2.77,0.82,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"cis-1,3-Dichloropropene",ND,0.02,--,ND,0.091,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,4-Methyl-2-pentanone,ND,0.5,--,ND,2.05,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"trans-1,3-Dichloropropene",ND,0.02,--,ND,0.091,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1,2-Trichloroethane",ND,0.02,--,ND,0.109,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Toluene,2.61,0.05,--,9.84,0.188,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,2-Hexanone,0.361,0.2,--,1.48,0.82,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Dibromochloromethane,ND,0.02,--,ND,0.17,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dibromoethane",ND,0.02,--,ND,0.154,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Tetrachloroethene,0.316,0.02,--,2.14,0.136,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Chlorobenzene,ND,0.1,--,ND,0.461,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Ethylbenzene,0.504,0.02,--,2.19,0.087,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,p/m-Xylene,1.71,0.04,--,7.43,0.174,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Bromoform,ND,0.02,--,ND,0.207,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Xylene (Total),2.49,0.02,--,10.8,0.087,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Styrene,0.137,0.02,--,0.583,0.085,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,1,2,2-Tetrachloroethane",ND,0.02,--,ND,0.137,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,o-Xylene,0.781,0.02,--,3.39,0.087,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,4-Ethyltoluene,0.279,0.02,--,1.37,0.098,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,3,5-Trimethylbenzene",0.287,0.02,--,1.41,0.098,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2,4-Trimethylbenzene",1.22,0.02,--,6,0.098,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Benzyl chloride,ND,0.2,--,ND,1.04,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,3-Dichlorobenzene",ND,0.02,--,ND,0.12,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,4-Dichlorobenzene",0.063,0.02,--,0.379,0.12,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2-Dichlorobenzene",0.02,0.02,--,0.12,0.12,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,"1,2,4-Trichlorobenzene",ND,0.05,--,ND,0.371,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-04,2019-05-31,2019-06-05,Hexachlorobutadiene,ND,0.05,--,ND,0.533,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Dichlorodifluoromethane,0.54,0.286,--,2.67,1.41,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Chloromethane,0.316,0.286,--,0.653,0.591,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",ND,0.071,--,ND,0.499,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Vinyl chloride,ND,0.029,--,ND,0.073,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,3-Butadiene",ND,0.029,--,ND,0.063,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Bromomethane,ND,0.029,--,ND,0.111,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Chloroethane,ND,0.143,--,ND,0.377,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Ethyl Alcohol,113,7.14,--,213,13.5,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Vinyl bromide,ND,0.286,--,ND,1.25,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Acetone,260,1.43,--,618,3.4,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Trichlorofluoromethane,0.541,0.071,--,3.04,0.401,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,iso-Propyl Alcohol,4.46,0.714,--,11,1.76,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1-Dichloroethene",ND,0.029,--,ND,0.113,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,tert-Butyl Alcohol,1.42,0.714,--,4.3,2.16,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dichloroethene (total)",ND,0.029,--,ND,0.113,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Methylene chloride,ND,0.714,--,ND,2.48,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,3-Chloropropene,ND,0.286,--,ND,0.895,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,3-Dichloropropene, Total",ND,0.029,--,ND,0.13,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Carbon disulfide,0.5,0.286,--,1.56,0.891,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1,2-Trichloro-1,2,2-Trifluoroethane",ND,0.071,--,ND,0.547,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"trans-1,2-Dichloroethene",ND,0.029,--,ND,0.113,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1-Dichloroethane",ND,0.029,--,ND,0.116,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Methyl tert butyl ether,ND,0.286,--,ND,1.03,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,2-Butanone,3.6,0.714,--,10.6,2.11,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"cis-1,2-Dichloroethene",ND,0.029,--,ND,0.113,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Ethyl Acetate,ND,0.714,--,ND,2.57,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Chloroform,0.36,0.029,--,1.76,0.14,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Tetrahydrofuran,ND,0.714,--,ND,2.11,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dichloroethane",ND,0.029,--,ND,0.116,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,n-Hexane,0.704,0.286,--,2.48,1.01,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1,1-Trichloroethane",ND,0.029,--,ND,0.156,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Benzene,3.34,0.143,--,10.7,0.457,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Carbon tetrachloride,0.076,0.029,--,0.476,0.18,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Cyclohexane,ND,0.286,--,ND,0.984,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dichloropropane",ND,0.029,--,ND,0.132,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Bromodichloromethane,ND,0.029,--,ND,0.192,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,4-Dioxane",ND,0.143,--,ND,0.515,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Trichloroethene,0.324,0.029,--,1.74,0.154,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"2,2,4-Trimethylpentane",0.708,0.286,--,3.31,1.34,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Heptane,0.577,0.286,--,2.36,1.17,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"cis-1,3-Dichloropropene",ND,0.029,--,ND,0.13,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,4-Methyl-2-pentanone,ND,0.714,--,ND,2.93,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"trans-1,3-Dichloropropene",ND,0.029,--,ND,0.13,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1,2-Trichloroethane",ND,0.029,--,ND,0.156,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Toluene,1.85,0.071,--,6.97,0.269,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,2-Hexanone,ND,0.286,--,ND,1.17,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Dibromochloromethane,ND,0.029,--,ND,0.244,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dibromoethane",ND,0.029,--,ND,0.22,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Tetrachloroethene,0.096,0.029,--,0.649,0.194,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Chlorobenzene,ND,0.143,--,ND,0.659,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Ethylbenzene,0.487,0.029,--,2.12,0.124,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,p/m-Xylene,1.81,0.057,--,7.86,0.248,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Bromoform,ND,0.029,--,ND,0.296,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Xylene (Total),2.61,0.029,--,11.3,0.124,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Styrene,0.13,0.029,--,0.553,0.122,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,1,2,2-Tetrachloroethane",ND,0.029,--,ND,0.196,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,o-Xylene,0.801,0.029,--,3.48,0.124,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,4-Ethyltoluene,0.256,0.029,--,1.26,0.141,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,3,5-Trimethylbenzene",0.237,0.029,--,1.17,0.141,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2,4-Trimethylbenzene",0.928,0.029,--,4.56,0.141,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Benzyl chloride,ND,0.286,--,ND,1.48,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,3-Dichlorobenzene",ND,0.029,--,ND,0.172,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,4-Dichlorobenzene",0.051,0.029,--,0.309,0.172,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2-Dichlorobenzene",ND,0.029,--,ND,0.172,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,"1,2,4-Trichlorobenzene",ND,0.071,--,ND,0.53,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-05,2019-05-31,2019-06-05,Hexachlorobutadiene,ND,0.071,--,ND,0.762,--,1.429
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Dichlorodifluoromethane,0.355,0.2,--,1.76,0.989,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Chloromethane,0.664,0.2,--,1.37,0.413,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",0.072,0.05,--,0.503,0.349,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Vinyl chloride,ND,0.02,--,ND,0.051,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,3-Butadiene",0.474,0.02,--,1.05,0.044,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Bromomethane,ND,0.02,--,ND,0.078,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Chloroethane,ND,0.1,--,ND,0.264,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Ethyl Alcohol,83,5,--,156,9.42,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Vinyl bromide,ND,0.2,--,ND,0.874,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Acetone,78,1,--,185,2.38,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Trichlorofluoromethane,0.227,0.05,--,1.28,0.281,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,iso-Propyl Alcohol,4.37,0.5,--,10.7,1.23,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,1-Dichloroethene",ND,0.02,--,ND,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,tert-Butyl Alcohol,2.26,0.5,--,6.85,1.52,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,2-Dichloroethene (total)",ND,0.02,--,ND,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Methylene chloride,0.514,0.5,--,1.79,1.74,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,3-Chloropropene,ND,0.2,--,ND,0.626,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,3-Dichloropropene, Total",ND,0.02,--,ND,0.091,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Carbon disulfide,0.389,0.2,--,1.21,0.623,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,1,2-Trichloro-1,2,2-Trifluoroethane",0.069,0.05,--,0.529,0.383,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"trans-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,1-Dichloroethane",ND,0.02,--,ND,0.081,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Methyl tert butyl ether,ND,0.2,--,ND,0.721,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,2-Butanone,3.15,0.5,--,9.29,1.47,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"cis-1,2-Dichloroethene",ND,0.02,--,ND,0.079,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Ethyl Acetate,0.886,0.5,--,3.19,1.8,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Chloroform,0.219,0.02,--,1.07,0.098,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Tetrahydrofuran,ND,0.5,--,ND,1.47,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,2-Dichloroethane",0.02,0.02,--,0.081,0.081,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,n-Hexane,1.11,0.2,--,3.91,0.705,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,"1,1,1-Trichloroethane",ND,0.02,--,ND,0.109,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Benzene,2.17,0.1,--,6.93,0.319,--,1
63-71 Bridge Street,Alpha Analytical,Yes,SV-06,2019-05-31,2019-06-05,Carbon tetrachloride,0.079,0.02,--,0.497,0.126,--,1
